Country,Region,Year,Life,GDP
Angola,Sub-Saharan Africa,2012,51.464,4598
Antigua and Barbuda,Latin America & Caribbean,2012,75.62180488,12565
Argentina,Latin America & Caribbean,2012,75.8162439,12970
Armenia,Europe & Central Asia,2012,74.45209756,3685
Aruba,Latin America & Caribbean,2012,75.2057561, .. 
Australia,East Asia & Pacific,2012,82.04634146,67678
Austria,Europe & Central Asia,2012,80.93658537,48334
Azerbaijan,Europe & Central Asia,2012,70.62395122,7496
"Bahamas, The",Latin America & Caribbean,2012,74.91446341,22576
Bahrain,Middle East & North Africa,2012,76.40763415,23649
Bangladesh,South Asia,2012,70.86026829,856
Barbados,Latin America & Caribbean,2012,75.17102439,15385
Belarus,Europe & Central Asia,2012,71.96585366,6940
Belgium,Europe & Central Asia,2012,80.38536585,44741
Belize,Latin America & Caribbean,2012,69.90514634,4674
Benin,Sub-Saharan Africa,2012,59.12197561,838
Bermuda,North America,2012,81.67780488,85458
Bhutan,South Asia,2012,68.72290244,2422
Bolivia,Latin America & Caribbean,2012,67.44546341,2645
Bosnia and Herzegovina,Europe & Central Asia,2012,76.12017073,4717
Botswana,Sub-Saharan Africa,2012,64.22273171,7029
Brazil,Latin America & Caribbean,2012,73.83958537,12291
Brunei Darussalam,East Asia & Pacific,2012,78.25258537,47651
Bulgaria,Europe & Central Asia,2012,74.31463415,7378
Burkina Faso,Sub-Saharan Africa,2012,57.87931707,674
Burundi,Sub-Saharan Africa,2012,55.78929268,265
Cabo Verde,Sub-Saharan Africa,2012,72.82821951,3408
Cambodia,East Asia & Pacific,2012,67.32887805,950
Cameroon,Sub-Saharan Africa,2012,54.5875122,1256
Canada,North America,2012,81.56243902,52497
Cayman Islands,Latin America & Caribbean,2012,.., .. 
Central African Republic,Sub-Saharan Africa,2012,49.10529268,486
Chad,Sub-Saharan Africa,2012,50.78139024,973
Channel Islands,Europe & Central Asia,2012,80.31865854, .. 
Chile,Latin America & Caribbean,2012,80.89485366,15432
China,East Asia & Pacific,2012,75.39292683,6338
Colombia,Latin America & Caribbean,2012,73.63078049,7885
Comoros,Sub-Saharan Africa,2012,62.58297561,789
"Congo, Rep.",Sub-Saharan Africa,2012,60.92390244,2952
Costa Rica,Latin America & Caribbean,2012,79.05353659,9985
Cote d'Ivoire,Sub-Saharan Africa,2012,50.86334146,1262
Croatia,Europe & Central Asia,2012,76.92439024,13236
Cuba,Latin America & Caribbean,2012,79.14160976,6426
Cyprus,Europe & Central Asia,2012,79.76226829,28951
Czech Republic,Europe & Central Asia,2012,78.07560976,19730
Denmark,Europe & Central Asia,2012,80.05121951,58508
Djibouti,Middle East & North Africa,2012,61.29597561,1536
Dominica,Latin America & Caribbean,2012,..,6745
Dominican Republic,Latin America & Caribbean,2012,73.13531707,5969
Ecuador,Latin America & Caribbean,2012,75.433,5702
"Egypt, Arab Rep.",Middle East & North Africa,2012,70.72914634,3181
El Salvador,Latin America & Caribbean,2012,72.23185366,3828
Equatorial Guinea,Sub-Saharan Africa,2012,56.89026829,21558
Eritrea,Sub-Saharan Africa,2012,62.64497561, .. 
Estonia,Europe & Central Asia,2012,76.32682927,17422
Ethiopia,Sub-Saharan Africa,2012,62.79353659,469
Faroe Islands,Europe & Central Asia,2012,81.1902439,48422
Fiji,East Asia & Pacific,2012,69.74321951,4547
Finland,Europe & Central Asia,2012,80.62682927,47416
France,Europe & Central Asia,2012,81.96829268,40838
French Polynesia,East Asia & Pacific,2012,76.12702439, .. 
Gabon,Sub-Saharan Africa,2012,63.28073171,9774
"Gambia, The",Sub-Saharan Africa,2012,59.77814634,506
Georgia,Europe & Central Asia,2012,74.35270732,4143
Germany,Europe & Central Asia,2012,80.53902439,44065
Ghana,Sub-Saharan Africa,2012,60.97702439,1630
Greece,Europe & Central Asia,2012,80.63414634,22243
Greenland,Europe & Central Asia,2012,71.29902439,42399
Grenada,Latin America & Caribbean,2012,73.00226829,7583
Guam,East Asia & Pacific,2012,78.6175122,32499
Guatemala,Latin America & Caribbean,2012,71.24939024,3300
Guinea,Sub-Saharan Africa,2012,57.63763415,502
Guinea-Bissau,Sub-Saharan Africa,2012,54.5035122,608
Guyana,Latin America & Caribbean,2012,66.21726829,3786
Haiti,Latin America & Caribbean,2012,62.03339024,767
Honduras,Latin America & Caribbean,2012,72.75502439,2178
"Hong Kong SAR, China",East Asia & Pacific,2012,83.4804878,36708
Hungary,Europe & Central Asia,2012,75.06341463,12834
Iceland,Europe & Central Asia,2012,82.91707317,44334
India,South Asia,2012,67.28987805,1447
Indonesia,East Asia & Pacific,2012,68.51956098,3688
"Iran, Islamic Rep.",Middle East & North Africa,2012,74.79934146,7681
Iraq,Middle East & North Africa,2012,68.94973171,6651
Ireland,Europe & Central Asia,2012,80.84634146,49231
Israel,Middle East & North Africa,2012,81.70487805,32570
Italy,Europe & Central Asia,2012,82.23902439,34814
Jamaica,Latin America & Caribbean,2012,75.29982927,5210
Japan,East Asia & Pacific,2012,83.09609756,48603
Jordan,Middle East & North Africa,2012,73.74641463,3871
Kazakhstan,Europe & Central Asia,2012,69.61,12387
Kenya,Sub-Saharan Africa,2012,60.27278049,1155
Kiribati,East Asia & Pacific,2012,65.59607317,1764
"Korea, Dem. People’s Rep.",East Asia & Pacific,2012,69.49419512, .. 
"Korea, Rep.",East Asia & Pacific,2012,81.21341463,24359
Kuwait,Middle East & North Africa,2012,74.35185366,51264
Kyrgyz Republic,Europe & Central Asia,2012,70.00243902,1178
Lao PDR,East Asia & Pacific,2012,65.2485122,1589
Latvia,Europe & Central Asia,2012,73.77804878,13823
Lebanon,Middle East & North Africa,2012,78.90846341,8788
Lesotho,Sub-Saharan Africa,2012,48.836,1282
Liberia,Sub-Saharan Africa,2012,60.20436585,415
Libya,Middle East & North Africa,2012,71.64956098, .. 
Liechtenstein,Europe & Central Asia,2012,82.38292683,149296
Lithuania,Europe & Central Asia,2012,73.86341463,14341
Luxembourg,Europe & Central Asia,2012,81.39268293,106749
"Macao SAR, China",East Asia & Pacific,2012,80.12317073,76496
"Macedonia, FYR",Europe & Central Asia,2012,75.03126829,4699
Madagascar,Sub-Saharan Africa,2012,64.24665854,444
Malawi,Sub-Saharan Africa,2012,60.05029268,375
Malaysia,East Asia & Pacific,2012,74.42331707,10779
Maldives,South Asia,2012,76.46234146,6541
Mali,Sub-Saharan Africa,2012,57.095,777
Malta,Middle East & North Africa,2012,80.74634146,21931
Marshall Islands,East Asia & Pacific,2012,..,3514
Mauritania,Sub-Saharan Africa,2012,62.56017073,1364
Mauritius,Sub-Saharan Africa,2012,73.86341463,9291
Mexico,Latin America & Caribbean,2012,76.35409756,9821
"Micronesia, Fed. Sts.",East Asia & Pacific,2012,68.85070732,3148
Moldova,Europe & Central Asia,2012,70.7724878,2047
Monaco,Europe & Central Asia,2012,.., .. 
Mongolia,East Asia & Pacific,2012,68.6135122,4368
Montenegro,Europe & Central Asia,2012,75.70507317,6587
Morocco,Middle East & North Africa,2012,73.36465854,2905
Mozambique,Sub-Saharan Africa,2012,54.21212195,566
Myanmar,East Asia & Pacific,2012,65.42778049,1172
Namibia,Sub-Saharan Africa,2012,63.88114634,5749
Nepal,South Asia,2012,68.82331707,682
Netherlands,Europe & Central Asia,2012,81.10487805,49475
New Caledonia,East Asia & Pacific,2012,77.12195122, .. 
New Zealand,East Asia & Pacific,2012,81.15609756,39970
Nicaragua,Latin America & Caribbean,2012,74.21246341,1792
Niger,Sub-Saharan Africa,2012,60.07253659,392
Nigeria,Sub-Saharan Africa,2012,52.105,2755
Northern Mariana Islands,East Asia & Pacific,2012,..,13980
Norway,Europe & Central Asia,2012,81.45121951,101564
Oman,Middle East & North Africa,2012,76.58956098,22135
Pakistan,South Asia,2012,65.71687805,1261
Palau,East Asia & Pacific,2012,..,10319
Panama,Latin America & Caribbean,2012,77.23704878,10590
Papua New Guinea,East Asia & Pacific,2012,62.29990244,2071
Paraguay,Latin America & Caribbean,2012,72.654,3856
Peru,Latin America & Caribbean,2012,74.05765854,6388
Philippines,East Asia & Pacific,2012,68.00707317,2582
Poland,Europe & Central Asia,2012,76.74634146,13145
Portugal,Europe & Central Asia,2012,80.37317073,20577
Puerto Rico,Latin America & Caribbean,2012,78.92541463,27812
Qatar,Middle East & North Africa,2012,78.22765854,88565
Russian Federation,Europe & Central Asia,2012,70.07219512,15154
Rwanda,Sub-Saharan Africa,2012,62.79936585,678
Samoa,East Asia & Pacific,2012,72.98004878,4235
San Marino,Europe & Central Asia,2012,.., .. 
Sao Tome and Principe,Sub-Saharan Africa,2012,66.13390244,1381
Saudi Arabia,Middle East & North Africa,2012,74.01602439,25303
Senegal,Sub-Saharan Africa,2012,65.31887805,1036
Serbia,Europe & Central Asia,2012,74.83658537,5659
Seychelles,Sub-Saharan Africa,2012,74.22682927,12845
Sierra Leone,Sub-Saharan Africa,2012,49.74909756,562
Singapore,East Asia & Pacific,2012,81.99512195,54431
Slovak Republic,Europe & Central Asia,2012,76.1097561,17275
Slovenia,Europe & Central Asia,2012,80.12439024,22486
Solomon Islands,East Asia & Pacific,2012,67.50658537,1859
Somalia,Sub-Saharan Africa,2012,54.6902439, .. 
South Africa,Sub-Saharan Africa,2012,56.09831707,7548
South Sudan,Sub-Saharan Africa,2012,54.727,958
Spain,Europe & Central Asia,2012,82.42682927,28562
Sri Lanka,South Asia,2012,74.5312439,3351
St. Kitts and Nevis,Latin America & Caribbean,2012,..,13966
St. Lucia,Latin America & Caribbean,2012,74.77763415,7429
St. Vincent and the Grenadines,Latin America & Caribbean,2012,72.67185366,6338
Sudan,Sub-Saharan Africa,2012,62.83219512,1893
Suriname,Latin America & Caribbean,2012,70.80631707,9272
Swaziland,Sub-Saharan Africa,2012,48.85063415,3852
Sweden,Europe & Central Asia,2012,81.70487805,57134
Switzerland,Europe & Central Asia,2012,82.69756098,83164
Syrian Arab Republic,Middle East & North Africa,2012,70.78590244, .. 
Tajikistan,Europe & Central Asia,2012,69.16697561,955
Tanzania,Sub-Saharan Africa,2012,63.52090244,820
Thailand,East Asia & Pacific,2012,74.07190244,5860
Togo,Sub-Saharan Africa,2012,58.55385366,564
Tonga,East Asia & Pacific,2012,72.488,4502
Trinidad and Tobago,Latin America & Caribbean,2012,70.15139024,19152
Tunisia,Middle East & North Africa,2012,74.66221951,4138
Turkey,Europe & Central Asia,2012,74.63680488,11720
Turkmenistan,Europe & Central Asia,2012,65.31158537,6675
Turks and Caicos Islands,Latin America & Caribbean,2012,.., .. 
Tuvalu,East Asia & Pacific,2012,..,3718
Uganda,Sub-Saharan Africa,2012,57.10019512,648
Ukraine,Europe & Central Asia,2012,70.94414634,3855
United Arab Emirates,Middle East & North Africa,2012,77.02414634,42112
United Kingdom,Europe & Central Asia,2012,80.90487805,41538
United States,North America,2012,78.74146341,51450
Uruguay,Latin America & Caribbean,2012,76.68839024,15092
Uzbekistan,Europe & Central Asia,2012,68.10197561,1740
Vanuatu,East Asia & Pacific,2012,71.40817073,3159
"Venezuela, RB",Latin America & Caribbean,2012,73.92573171,12755
Vietnam,East Asia & Pacific,2012,75.31939024,1755
Virgin Islands (U.S.),Latin America & Caribbean,2012,79.47317073,38898
West Bank and Gaza,Middle East & North Africa,2012,72.55885366,2787
"Yemen, Rep.",Middle East & North Africa,2012,63.32729268,1421
Zambia,Sub-Saharan Africa,2012,58.36331707,1735
Zimbabwe,Sub-Saharan Africa,2012,53.64307317,956
Afghanistan,South Asia,2013,60.02826829,632
Albania,Europe & Central Asia,2013,77.64046341,4415
Algeria,Middle East & North Africa,2013,74.56895122,5472
American Samoa,East Asia & Pacific,2013,..,11554
Angola,Sub-Saharan Africa,2013,51.86617073,4805
Antigua and Barbuda,Latin America & Caribbean,2013,75.77865854,12225
Argentina,Latin America & Caribbean,2013,75.98609756,12977
Armenia,Europe & Central Asia,2013,74.56136585,3844
Aruba,Latin America & Caribbean,2013,75.32865854, .. 
Australia,East Asia & Pacific,2013,82.14878049,67792
Austria,Europe & Central Asia,2013,81.13658537,50505
Azerbaijan,Europe & Central Asia,2013,70.69058537,7876
"Bahamas, The",Latin America & Caribbean,2013,75.07353659,22590
Bahrain,Middle East & North Africa,2013,76.54595122,25010
Bangladesh,South Asia,2013,71.2452439,952
Barbados,Latin America & Caribbean,2013,75.33395122,15473
Belarus,Europe & Central Asia,2013,72.47073171,7979
Belgium,Europe & Central Asia,2013,80.58780488,46510
Belize,Latin America & Caribbean,2013,69.98204878,4689
Benin,Sub-Saharan Africa,2013,59.31202439,915
Bermuda,North America,2013,80.57243902,85748
Bhutan,South Asia,2013,69.10292683,2351
Bolivia,Latin America & Caribbean,2013,67.91343902,2948
Bosnia and Herzegovina,Europe & Central Asia,2013,76.27692683,5036
Botswana,Sub-Saharan Africa,2013,64.36080488,7008
Brazil,Latin America & Caribbean,2013,74.12243902,12217
Brunei Darussalam,East Asia & Pacific,2013,78.54665854,44597
Bulgaria,Europe & Central Asia,2013,74.86097561,7675
Burkina Faso,Sub-Saharan Africa,2013,58.24063415,699
Burundi,Sub-Saharan Africa,2013,56.25160976,283
Cabo Verde,Sub-Saharan Africa,2013,72.97236585,3559
Cambodia,East Asia & Pacific,2013,67.77204878,1028
Cameroon,Sub-Saharan Africa,2013,55.04180488,1365
Canada,North America,2013,81.76504878,52414
Cayman Islands,Latin America & Caribbean,2013,.., .. 
Central African Republic,Sub-Saharan Africa,2013,49.87987805,337
Chad,Sub-Saharan Africa,2013,51.1914878,986
Channel Islands,Europe & Central Asia,2013,80.46282927, .. 
Chile,Latin America & Caribbean,2013,81.19792683,15941
China,East Asia & Pacific,2013,75.58514634,7078
Colombia,Latin America & Caribbean,2013,73.80973171,8031
Comoros,Sub-Saharan Africa,2013,62.93217073,834
"Congo, Rep.",Sub-Saharan Africa,2013,61.66639024,2965
Costa Rica,Latin America & Caribbean,2013,79.22521951,10570
Cote d'Ivoire,Sub-Saharan Africa,2013,51.20846341,1424
Croatia,Europe & Central Asia,2013,77.12682927,13575
Cuba,Latin America & Caribbean,2013,79.25639024,6760
Cyprus,Europe & Central Asia,2013,79.94978049,27908
Czech Republic,Europe & Central Asia,2013,78.17560976,19916
Denmark,Europe & Central Asia,2013,80.3,61191
Djibouti,Middle East & North Africa,2013,61.68646341,1623
Dominica,Latin America & Caribbean,2013,..,7023
Dominican Republic,Latin America & Caribbean,2013,73.31990244,6027
Ecuador,Latin America & Caribbean,2013,75.6485122,6074
"Egypt, Arab Rep.",Middle East & North Africa,2013,70.92578049,3213
El Salvador,Latin America & Caribbean,2013,72.49814634,3896
Equatorial Guinea,Sub-Saharan Africa,2013,57.29082927,20247
Eritrea,Sub-Saharan Africa,2013,63.17787805, .. 
Estonia,Europe & Central Asia,2013,77.14146341,19030
Ethiopia,Sub-Saharan Africa,2013,63.44219512,502
Faroe Islands,Europe & Central Asia,2013,81.44146341,53613
Fiji,East Asia & Pacific,2013,69.91792683,4763
Finland,Europe & Central Asia,2013,80.97560976,49638
France,Europe & Central Asia,2013,82.2195122,42554
French Polynesia,East Asia & Pacific,2013,76.33407317, .. 
Gabon,Sub-Saharan Africa,2013,63.84358537,9680
"Gambia, The",Sub-Saharan Africa,2013,59.99926829,486
Georgia,Europe & Central Asia,2013,74.51390244,4274
Germany,Europe & Central Asia,2013,80.4902439,46531
Ghana,Sub-Saharan Africa,2013,61.14207317,1814
Greece,Europe & Central Asia,2013,81.28536585,21875
Greenland,Europe & Central Asia,2013,71.8304878,43967
Grenada,Latin America & Caribbean,2013,73.19356098,7956
Guam,East Asia & Pacific,2013,78.8725122,33447
Guatemala,Latin America & Caribbean,2013,71.48639024,3453
Guinea,Sub-Saharan Africa,2013,58.2164878,540
Guinea-Bissau,Sub-Saharan Africa,2013,54.83841463,611
Guyana,Latin America & Caribbean,2013,66.31002439,3944
Haiti,Latin America & Caribbean,2013,62.40114634,810
Honduras,Latin America & Caribbean,2013,72.94285366,2137
"Hong Kong SAR, China",East Asia & Pacific,2013,83.83170732,38358
Hungary,Europe & Central Asia,2013,75.56585366,13614
Iceland,Europe & Central Asia,2013,82.06097561,47810
India,South Asia,2013,67.66041463,1452
Indonesia,East Asia & Pacific,2013,68.70460976,3621
"Iran, Islamic Rep.",Middle East & North Africa,2013,75.12597561,6607
Iraq,Middle East & North Africa,2013,69.1834878,6925
Ireland,Europe & Central Asia,2013,81,52035
Israel,Middle East & North Africa,2013,82.05609756,36394
Italy,Europe & Central Asia,2013,82.6902439,35370
Jamaica,Latin America & Caribbean,2013,75.4882439,5006
Japan,East Asia & Pacific,2013,83.33195122,40454
Jordan,Middle East & North Africa,2013,73.9,3993
Kazakhstan,Europe & Central Asia,2013,70.45,13891
Kenya,Sub-Saharan Africa,2013,60.95378049,1229
Kiribati,East Asia & Pacific,2013,65.76658537,1724
"Korea, Dem. People’s Rep.",East Asia & Pacific,2013,69.79195122, .. 
"Korea, Rep.",East Asia & Pacific,2013,81.70512195,25890
Kuwait,Middle East & North Africa,2013,74.46968293,48400
Kyrgyz Republic,Europe & Central Asia,2013,70.20243902,1282
Lao PDR,East Asia & Pacific,2013,65.6872439,1839
Latvia,Europe & Central Asia,2013,73.98292683,15032
Lebanon,Middle East & North Africa,2013,79.13370732,8406
Lesotho,Sub-Saharan Africa,2013,49.33146341,1196
Liberia,Sub-Saharan Africa,2013,60.52039024,454
Libya,Middle East & North Africa,2013,71.65768293, .. 
Liechtenstein,Europe & Central Asia,2013,82.26097561,173528
Lithuania,Europe & Central Asia,2013,73.91463415,15713
Luxembourg,Europe & Central Asia,2013,81.8,113752
"Macao SAR, China",East Asia & Pacific,2013,80.33914634,89525
"Macedonia, FYR",Europe & Central Asia,2013,75.18704878,5211
Madagascar,Sub-Saharan Africa,2013,64.67390244,462
Malawi,Sub-Saharan Africa,2013,61.466,333
Malaysia,East Asia & Pacific,2013,74.5675122,10882
Maldives,South Asia,2013,76.60260976,7112
Mali,Sub-Saharan Africa,2013,57.53519512,778
Malta,Middle East & North Africa,2013,81.74634146,23930
Marshall Islands,East Asia & Pacific,2013,..,3618
Mauritania,Sub-Saharan Africa,2013,62.80270732,1451
Mauritius,Sub-Saharan Africa,2013,74.01707317,9637
Mexico,Latin America & Caribbean,2013,76.53265854,10299
"Micronesia, Fed. Sts.",East Asia & Pacific,2013,68.97339024,3045
Moldova,Europe & Central Asia,2013,71.17204878,2244
Monaco,Europe & Central Asia,2013,.., .. 
Mongolia,East Asia & Pacific,2013,69.06180488,4385
Montenegro,Europe & Central Asia,2013,75.97019512,7186
Morocco,Middle East & North Africa,2013,73.70904878,3112
Mozambique,Sub-Saharan Africa,2013,54.6415122,606
Myanmar,East Asia & Pacific,2013,65.65409756,1169
Namibia,Sub-Saharan Africa,2013,64.34387805,5488
Nepal,South Asia,2013,69.222,689
Netherlands,Europe & Central Asia,2013,81.30487805,51574
New Caledonia,East Asia & Pacific,2013,77.32195122, .. 
New Zealand,East Asia & Pacific,2013,81.40731707,42890
Nicaragua,Latin America & Caribbean,2013,74.5147561,1847
Niger,Sub-Saharan Africa,2013,60.82814634,416
Nigeria,Sub-Saharan Africa,2013,52.44214634,2997
Northern Mariana Islands,East Asia & Pacific,2013,..,14435
Norway,Europe & Central Asia,2013,81.75121951,102910
Oman,Middle East & North Africa,2013,76.84104878,21269
Pakistan,South Asia,2013,65.96368293,1272
Palau,East Asia & Pacific,2013,..,10932
Panama,Latin America & Caribbean,2013,77.41921951,11686
Papua New Guinea,East Asia & Pacific,2013,62.44917073,2030
Paraguay,Latin America & Caribbean,2013,72.79917073,4480
Peru,Latin America & Caribbean,2013,74.28385366,6583
Philippines,East Asia & Pacific,2013,68.13156098,2760
Poland,Europe & Central Asia,2013,77,13781
Portugal,Europe & Central Asia,2013,80.72195122,21619
Puerto Rico,Latin America & Caribbean,2013,79.15943902,28704
Qatar,Middle East & North Africa,2013,78.4184878,88305
Russian Federation,Europe & Central Asia,2013,70.57878049,15544
Rwanda,Sub-Saharan Africa,2013,63.39482927,689
Samoa,East Asia & Pacific,2013,73.25039024,4219
San Marino,Europe & Central Asia,2013,.., .. 
Sao Tome and Principe,Sub-Saharan Africa,2013,66.2595122,1620
Saudi Arabia,Middle East & North Africa,2013,74.17763415,24934
Senegal,Sub-Saharan Africa,2013,65.8787561,1049
Serbia,Europe & Central Asia,2013,75.18536585,6354
Seychelles,Sub-Saharan Africa,2013,73.1195122,15687
Sierra Leone,Sub-Saharan Africa,2013,50.36312195,711
Singapore,East Asia & Pacific,2013,82.24634146,56029
Slovak Republic,Europe & Central Asia,2013,76.41219512,18192
Slovenia,Europe & Central Asia,2013,80.32195122,23150
Solomon Islands,East Asia & Pacific,2013,67.71892683,1881
Somalia,Sub-Saharan Africa,2013,55.02302439,408
South Africa,Sub-Saharan Africa,2013,56.73658537,6877
South Sudan,Sub-Saharan Africa,2013,55.22090244,1186
Spain,Europe & Central Asia,2013,83.07804878,29210
Sri Lanka,South Asia,2013,74.65382927,3610
St. Kitts and Nevis,Latin America & Caribbean,2013,..,14824
St. Lucia,Latin America & Caribbean,2013,74.91270732,7503
St. Vincent and the Grenadines,Latin America & Caribbean,2013,72.81087805,6597
Sudan,Sub-Saharan Africa,2013,63.16704878,1956
Suriname,Latin America & Caribbean,2013,70.99,9485
Swaziland,Sub-Saharan Africa,2013,48.93792683,3599
Sweden,Europe & Central Asia,2013,81.95609756,60283
Switzerland,Europe & Central Asia,2013,82.79756098,84659
Syrian Arab Republic,Middle East & North Africa,2013,70.30153659, .. 
Tajikistan,Europe & Central Asia,2013,69.40017073,1040
Tanzania,Sub-Saharan Africa,2013,64.29182927,902
Thailand,East Asia & Pacific,2013,74.24692683,6171
Togo,Sub-Saharan Africa,2013,59.13236585,579
Tonga,East Asia & Pacific,2013,72.64034146,4267
Trinidad and Tobago,Latin America & Caribbean,2013,70.30529268,19608
Tunisia,Middle East & North Africa,2013,74.7297561,4199
Turkey,Europe & Central Asia,2013,74.90070732,12543
Turkmenistan,Europe & Central Asia,2013,65.45656098,7304
Turks and Caicos Islands,Latin America & Caribbean,2013,.., .. 
Tuvalu,East Asia & Pacific,2013,..,3542
Uganda,Sub-Saharan Africa,2013,57.76768293,662
Ukraine,Europe & Central Asia,2013,71.1595122,4030
United Arab Emirates,Middle East & North Africa,2013,77.19563415,43351
United Kingdom,Europe & Central Asia,2013,81.00487805,42407
United States,North America,2013,78.74146341,52787
Uruguay,Latin America & Caribbean,2013,76.83619512,16881
Uzbekistan,Europe & Central Asia,2013,68.222,1908
Vanuatu,East Asia & Pacific,2013,71.6692439,3167
"Venezuela, RB",Latin America & Caribbean,2013,74.07441463,12237
Vietnam,East Asia & Pacific,2013,75.477,1908
Virgin Islands (U.S.),Latin America & Caribbean,2013,79.62439024,35938
West Bank and Gaza,Middle East & North Africa,2013,72.7322439,2992
"Yemen, Rep.",Middle East & North Africa,2013,63.5835122,1580
Zambia,Sub-Saharan Africa,2013,59.23736585,1851
Zimbabwe,Sub-Saharan Africa,2013,55.633,1011
Afghanistan,South Asia,2014,60.37446341,612
Albania,Europe & Central Asia,2014,77.83046341,4576
Algeria,Middle East & North Africa,2014,74.80809756,5471
American Samoa,East Asia & Pacific,2014,..,11509
Angola,Sub-Saharan Africa,2014,52.26687805,4709
Antigua and Barbuda,Latin America & Caribbean,2014,75.93763415,12888
Argentina,Latin America & Caribbean,2014,76.15860976,12245
Armenia,Europe & Central Asia,2014,74.67570732,3995
Aruba,Latin America & Caribbean,2014,75.45109756, .. 
Australia,East Asia & Pacific,2014,82.3,62215
Austria,Europe & Central Asia,2014,81.4902439,51323
Azerbaijan,Europe & Central Asia,2014,70.76321951,7891
"Bahamas, The",Latin America & Caribbean,2014,75.23365854,22550
Bahrain,Middle East & North Africa,2014,76.68326829,24983
Bangladesh,South Asia,2014,71.62590244,1085
Barbados,Latin America & Caribbean,2014,75.49641463,15360
Belarus,Europe & Central Asia,2014,72.97073171,8318
Belgium,Europe & Central Asia,2014,81.28780488,47439
Belize,Latin America & Caribbean,2014,70.07743902,4852
Benin,Sub-Saharan Africa,2014,59.51058537,944
Bermuda,North America,2014,80.79731707, .. 
Bhutan,South Asia,2014,69.4712439,2523
Bolivia,Latin America & Caribbean,2014,68.344,3124
Bosnia and Herzegovina,Europe & Central Asia,2014,76.4332439,5194
Botswana,Sub-Saharan Africa,2014,64.4292439,7498
Brazil,Latin America & Caribbean,2014,74.40187805,12027
Brunei Darussalam,East Asia & Pacific,2014,78.80958537,41591
Bulgaria,Europe & Central Asia,2014,74.46585366,7853
Burkina Faso,Sub-Saharan Africa,2014,58.58846341,705
Burundi,Sub-Saharan Africa,2014,56.69202439,313
Cabo Verde,Sub-Saharan Africa,2014,73.147,3530
Cambodia,East Asia & Pacific,2014,68.21229268,1099
Cameroon,Sub-Saharan Africa,2014,55.4927561,1441
Canada,North America,2014,81.95660976,50440
Cayman Islands,Latin America & Caribbean,2014,.., .. 
Central African Republic,Sub-Saharan Africa,2014,50.65778049,377
Chad,Sub-Saharan Africa,2014,51.55580488,1026
Channel Islands,Europe & Central Asia,2014,80.6064878, .. 
Chile,Latin America & Caribbean,2014,81.49619512,14817
China,East Asia & Pacific,2014,75.78226829,7684
Colombia,Latin America & Caribbean,2014,73.99314634,7913
Comoros,Sub-Saharan Africa,2014,63.25685366,853
"Congo, Rep.",Sub-Saharan Africa,2014,62.31114634,2911
Costa Rica,Latin America & Caribbean,2014,79.40270732,10647
Cote d'Ivoire,Sub-Saharan Africa,2014,51.55958537,1570
Croatia,Europe & Central Asia,2014,77.47804878,13467
Cuba,Latin America & Caribbean,2014,79.39082927,7051
Cyprus,Europe & Central Asia,2014,80.13156098,27341
Czech Republic,Europe & Central Asia,2014,78.82439024,19745
Denmark,Europe & Central Asia,2014,80.7,62426
Djibouti,Middle East & North Africa,2014,62.0155122,1741
Dominica,Latin America & Caribbean,2014,..,7257
Dominican Republic,Latin America & Caribbean,2014,73.50002439,6269
Ecuador,Latin America & Caribbean,2014,75.8724878,6432
"Egypt, Arab Rep.",Middle East & North Africa,2014,71.12170732,3328
El Salvador,Latin America & Caribbean,2014,72.75456098,3989
Equatorial Guinea,Sub-Saharan Africa,2014,57.64704878,19003
Eritrea,Sub-Saharan Africa,2014,63.66302439, .. 
Estonia,Europe & Central Asia,2014,77.03414634,19941
Ethiopia,Sub-Saharan Africa,2014,64.03502439,571
Faroe Islands,Europe & Central Asia,2014,81.48536585, .. 
Fiji,East Asia & Pacific,2014,70.08912195,5046
Finland,Europe & Central Asia,2014,81.1804878,49915
France,Europe & Central Asia,2014,82.67073171,42955
French Polynesia,East Asia & Pacific,2014,76.54168293, .. 
Gabon,Sub-Saharan Africa,2014,64.38339024,9692
"Gambia, The",Sub-Saharan Africa,2014,60.22843902,443
Georgia,Europe & Central Asia,2014,74.66863415,4430
Germany,Europe & Central Asia,2014,81.0902439,47903
Ghana,Sub-Saharan Africa,2014,61.31163415,1432
Greece,Europe & Central Asia,2014,81.43658537,21674
Greenland,Europe & Central Asia,2014,..,45317
Grenada,Latin America & Caribbean,2014,73.36631707,8570
Guam,East Asia & Pacific,2014,79.12602439,34579
Guatemala,Latin America & Caribbean,2014,71.72241463,3688
Guinea,Sub-Saharan Africa,2014,58.73343902,561
Guinea-Bissau,Sub-Saharan Africa,2014,55.16004878,643
Guyana,Latin America & Caribbean,2014,66.40641463,4031
Haiti,Latin America & Caribbean,2014,62.74743902,830
Honduras,Latin America & Caribbean,2014,73.13570732,2243
"Hong Kong SAR, China",East Asia & Pacific,2014,83.9804878,40247
Hungary,Europe & Central Asia,2014,75.76341463,14118
Iceland,Europe & Central Asia,2014,82.86097561,52473
India,South Asia,2014,68.01380488,1573
Indonesia,East Asia & Pacific,2014,68.8884878,3492
"Iran, Islamic Rep.",Middle East & North Africa,2014,75.38931707,5424
